,nome,ativo,classes,documento,classe_pred
201,sinot-clav-po,amoxicilina tri-hidratada + clavulanato de potássio),"Comprimido, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica","Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) deve ser utilizado de acordo com os guias locais para prescrição de antibióticos e dados de sensibilidade. Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) é um agente antibiótico com espectro de ação notavelmente amplo contra os patógenos bacterianos de ocorrência comum na clínica geral e em hospitais. A ação inibitória da betalactamase do clavulanato estende o espectro da amoxicilina, abrangendo uma variedade maior de microrganismos, muitos deles resistentes a outros antibióticos betalactâmicos. Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) em administração oral, duas vezes ao dia, é indicado para tratamento de curta duração de infecções bacterianas nos casos citados a seguir, quando se suspeita que as cepas produtoras de betalactamase resistentes à amoxicilina sejam a causa dessas infecções. Em outras situações, deve-se considerar a administração isolada de amoxicilina. - Infecções do trato respiratório superior (inclusive ouvido, nariz e garganta), em particular sinusite, otite média e amigdalite recorrente. Essas infecções são frequentemente causadas por Streptococcus pneumoniae, Haemophilus influenzae*, Moraxella catarrhalis* e Streptococcus pyogenes. - Infecções do trato respiratório inferior, em particular exacerbações agudas de bronquite crônica (especialmente se for considerada grave) e broncopneumonia. Essas infecções são frequentemente causadas por Streptococcus pneumoniae, Haemophilus influenzae* e Moraxella catarrhalis*. - Infecções do trato geniturinário, em particular cistite (especialmente se for recorrente ou complicada, excluindo-se prostatite). Essas infecções são frequentemente causadas por Enterobacteriaceae (sobretudo Escherichia coli*), Staphylococcus saprophyticus e espécies de Enterococcus*. - Infecções da pele e dos tecidos moles, em particular celulite, mordidas de animais e abscesso dentário grave com celulite disseminada. Essas infecções são frequentemente causadas por Staphylococcus aureus*, Streptococcus pyogenes e espécies de Bacteroides*. Algumas cepas dessas espécies de bactérias produzem betalactamase, tornando-se resistentes à amoxicilina isolada. A sensibilidade ao Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) irá variar com a região e com o tempo. Sempre que disponíveis, dados de sensibilidade locais devem ser consultados. Sempre que necessário, amostragem microbiológica e testes de sensibilidade devem ser realizados. As infecções mistas causadas por microrganismos sensíveis à amoxicilina em conjunto com microrganismos produtores de betalactamase sensíveis ao Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) podem ser tratadas com o produto. Essas infecções não devem necessitar da adição de outro antibiótico resistente às betalactamases.",2
142,amplacilina,ampicilina (na forma anidra),"Cápsula dura, Penicilina de Amplo Espectro, Retenção - só pode ser vendido com retenção de receita","A AMPLACILINA (ampicilina) está indicada no tratamento de diversas infecções causadas por microorganismos sensíveis a este medicamento. São elas:  - Infecções do trato urinário (infecções urinárias); - Infecções do trato respiratório (amidalites, sinusites, pneumonias); - Infecções do trato digestivo e biliar (infecções intestinais e da vesícula biliar); - Infecções localizadas ou sistêmicas (generalizadas), especialmente as causadas por germes do grupo enterococos, Haemophilus, Proteus, Salmonella e E. coli; - Infecções bucais, extrações dentárias infectadas e outras intervenções cirúrgicas.",2
237,trok-n,cetoconazol + dipropionato de betametasona + sulfato de neomicina,"Pomada, Glicocorticóides Tópicos - Associação Medicamentosa, Venda sob prescrição médica, Prescrição Médica","Trok-N® (cetoconazol + dipropionato de betametasona + sulfato de neomicina) é indicado no tratamento de doenças de pele, onde se exigem ações anti-inflamatória, antibacteriana e antimicótica, causadas por germes sensíveis, como: - Dermatite de contato (uma inflamação da pele, causada por uma substância que entra em contato com o corpo); - Dermatite atópica (doença que geralmente dura muito tempo e que causa inflamação da pele, levando ao aparecimento de lesões e coceira); - Dermatite seborreica (doença que se manifesta em partes do corpo onde existe maior produção de sebum pelas glândulas sebáceas associado a presença de um fungo); - Intertrigo (irritação entre dobras da pele causada pela retenção de suor, calor, umidade e aumento de germes no local); - Disidrose (lesões, que aparecem exclusivamente nas mãos e pés cuja origem pode ser parasitária, medicamentosa ou alérgica); - Neurodermatite (inflamação da pele caracterizada por um ciclo contínuo de coceira e espessamento da pele).",2
213,ebastel,ebastina,"Comprimido, Suspensão, Xarope, Anti-histamínicos Sistêmicos, Medicamento isento de prescrição, Isento de Prescrição","Ebastel® (ebastina) é indicado para o tratamento e alívio dos sintomas da rinite alérgica (intermitente e persistente), como secreção nasal, espirros, coceira e entupimento nasal, associados ou não à conjuntivite alérgica. No tratamento de urticária idiopática, Ebastel® (ebastina) alivia os sintomas de coceira e ardor.",2
176,amoxicilina-capsula,amoxicilina tri-hidratada,"Cápsula dura, Venda sob prescrição médica, Genéricos","O medicamento amoxicilina tri-hidratada, antibiótico eficaz contra grande variedade de bactérias, é indicado para tratamento de infecções bacterianas causadas por germes sensíveis à ação da amoxicilina. Entretanto, seu médico pode receitar este medicamento para outro uso. Se desejar mais informações, pergunte ao seu médico.",2
117,benzetacil,benzilpenicilina benzatina,"Suspensão Injetável, Penicilina G e Derivados (benzilpenicilinas), Retenção - só pode ser vendido com retenção de receita, Hospitalar","Benzetacil® (benzilpenicilina benzatina) está indicado no tratamento de infecções causadas por microrganismos sensíveis à penicilina G: • Infecções pelo Streptococos do grupo A (um tipo de bactéria), sem bacteremia (disseminação da bactéria pelo sangue). • Infecções leves e moderadas do trato respiratório superior e da pele. • Infecções venéreas: sífilis, bouba (doença tropical infecciosa), bejel (sífilis endêmica) e pinta (doença sexualmente transmissível). • Profilaxia da glomerulonefrite aguda (doença renal) e doença reumática. • Profilaxia de recorrências da febre reumática e/ou coreia de Sydenham (complicação neurológica tardia da febre reumática).",2
122,trok-n-2,cetoconazol + dipropionato de betametasona + sulfato de neomicina,"Creme, Glicocorticóides Tópicos - Associação Medicamentosa, Venda sob prescrição médica, Prescrição Médica","Trok-N® (cetoconazol + dipropionato de betametasona + sulfato de neomicina) está indicado nas afecções de pele, onde se exigem ações anti-inflamatória, antibacteriana e antimicótica, causadas por germes sensíveis, como: dermatites de contato, dermatite atópica, dermatite seborreica, intertrigo, disidrose, neurodermatite.",2
204,meropenem,meropenem tri-hidratado,"Pó para Solução Injetável, Antibióticos Sistêmicos Simples, Venda sob prescrição médica, Hospitalar","O meropeném tri-hidratado é indicado para o tratamento das seguintes infecções em adultos e crianças, causadas por uma única ou múltiplas bactérias sensíveis e como tratamento empírico antes da identificação do microrganismo causador: - Infecções do trato respiratório inferior; - Infecções urinárias, incluindo infecções complicadas; - Infecções intra-abdominais; - Infecções ginecológicas, incluindo infecções pós-parto; - Infecções de pele e anexos; - Meningite (inflamação das membranas do cérebro ou da medula espinhal); - Septicemia (doença sistêmica causada pela propagação de microrganismos e suas toxinas através do sangue); - Tratamento empírico, incluindo monoterapia inicial para infecções presumidamente bacterianas, em pacientes neutropênicos (com baixo número de neutrófilos no sangue); - Infecções polimicrobianas (causadas por vários microrganismos): devido ao seu amplo espectro de atividade bactericida contra bactérias gram-positivas e gram-negativas, aeróbias e anaeróbias, meropeném é eficaz para o tratamento de infecções polimicrobianas; - Fibrose cística: meropeném intravenoso tem sido utilizado eficazmente em pacientes com fibrose cística e infecções crônicas do trato respiratório inferior, tanto como monoterapia, quanto em associação com outros agentes antibacterianos. O patógeno não tem sido sempre erradicado nestes tratamentos.",2
180,dexalgen,"fosfato dissódico de dexametasona, cloridrato de tiamina, cloridrato de piridoxina, cianocobalamina","Solução Injetável, Anti-inflamatórios, Venda sob prescrição médica, Prescrição Médica",Tratamento dos sinais e sintomas de neuropatias inflamatórias.,2
138,cloridrato-de-fexofenadina,fexofenadina,"Comprimido Revestido, Anti-histamínicos Sistêmicos, Medicamento isento de prescrição, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO? Está indicado para o alívio das manifestações alérgicas tais como: - rinite alérgica incluindo espirros, obstrução nasal (nariz entupido); - prurido (coceira) no nariz, no palato (céu da boca), na garganta e nos olhos; - coriza (nariz escorrendo); - conjuntivite alérgica com sintomas de lacrimejamento e vermelhidão dos olhos; - febre do feno (causada pelo pólen de algumas plantas); - alergias da pele como os da urticária (erupções avermelhadas na pele que causam coceira).",2
120,valerato-de-betametasona-sulfato-de-gentamicina-tolnaftato-clioquinol-pomada,valerato de betametasona + sulfato de gentamicina + tolnaftato + clioquinol,"Pomada, Glicocorticóides Sistêmicos, Venda sob prescrição médica, Genéricos","O valerato de betametasona + sulfato de gentamicina + tolnaftato + clioquinol Pomada é indicado para o alívio das manifestações inflamatórias das dermatoses (doenças da pele) que respondem aos corticosteroides, quando complicadas por infecção causada por micro-organismos sensíveis aos componentes de sua formulação ou quando há suspeita da possibilidade de tal infecção. Essas dermatoses incluem: dermatose inguinal (doença da pele na região próxima a virilha), dermatite crônica das extremidades (doença da pele crônica das extremidades), eritrasma (doença da pele que aparece principalmente na parte interna das coxas, virilhas e axilas), balanopostite (inflamação da pele que cobre o pênis), dermatite eczematóide, dermatite de contato (alergia com produtos com os quais a pele tem contato), dermatite folicular (alergia no local onde nascem os pelos), desidrose (pequenas bolhas nas palmas das mãos e plantas dos pés), paroníquia (infecção ao redor das unhas causadas por um tipo de fungo Candida), prurido anal (coceira na região do ânus), eczema seborreico, intertrigo (irritação com ou sem infecção em áreas de atrito), dermatite seborreica (inflamação da pele em regiões com muitas glândulas produtoras de suor), acne pustulosa, impetigo (doença infecciosa), neurodermatite (doença de pele originada por causas emocionais), estomatite angular (inflamação nos cantos da boca), dermatite por fotossensibilidade (alergia por sensibilidade à luz do sol), dermatofitose inguinal liquenificada (micose na região da virilha) e infecções causadas pelo fungo tinea, como Tinea pedis (micose do pé), Tinea cruris (micose na região da virilha) e Tinea corporis (micose em outras áreas do corpo).",2
